work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,data engineer,140000,USD,140000,US,0,US,M
2023,SE,FT,data scientist,45000,EUR,48289,ES,0,ES,M
2023,SE,FT,data scientist,36000,EUR,38631,ES,0,ES,M
2023,SE,FT,data scientist,105000,USD,105000,US,0,US,M
2023,SE,FT,data scientist,70000,USD,70000,US,0,US,M
2023,EN,FT,machine learning engineer,163196,USD,163196,US,0,US,M
2023,EN,FT,machine learning engineer,145885,USD,145885,US,0,US,M
2023,SE,FT,data engineer,217000,USD,217000,US,100,US,M
2023,SE,FT,data engineer,185000,USD,185000,US,100,US,M
2023,SE,FT,data analyst,202800,USD,202800,US,0,US,L
2023,SE,FT,data analyst,104300,USD,104300,US,0,US,L
2023,SE,FT,data analyst,145000,USD,145000,US,0,US,M
2023,SE,FT,data analyst,65000,USD,65000,US,0,US,M
2023,SE,FT,data engineer,165000,USD,165000,US,0,US,M
2023,SE,FT,data engineer,132300,USD,132300,US,0,US,M
2023,SE,FT,data engineer,179170,USD,179170,US,0,US,M
2023,SE,FT,data engineer,94300,USD,94300,US,0,US,M
2023,SE,FT,analytics engineer,152500,USD,152500,US,0,US,M
2023,SE,FT,analytics engineer,116450,USD,116450,US,0,US,M
2023,SE,FT,data engineer,247300,USD,247300,US,0,US,M
2023,SE,FT,data engineer,133800,USD,133800,US,0,US,M
2023,SE,FT,research engineer,203000,USD,203000,US,0,US,M
2023,SE,FT,research engineer,133000,USD,133000,US,0,US,M
2023,EN,FT,research scientist,220000,USD,220000,US,50,US,L
2022,EN,FT,machine learning engineer,54000,CHF,56536,CH,100,CH,S
2023,SE,FT,data scientist,120000,USD,120000,US,0,US,M
2023,SE,FT,analytics engineer,289800,USD,289800,US,0,US,M
2023,SE,FT,analytics engineer,214000,USD,214000,US,0,US,M
2023,SE,FT,analytics engineer,179820,USD,179820,US,0,US,M
2023,SE,FT,analytics engineer,143860,USD,143860,US,0,US,M
2023,SE,FT,machine learning engineer,283200,USD,283200,US,100,US,M
2023,SE,FT,machine learning engineer,188800,USD,188800,US,100,US,M
2023,SE,FT,analytics engineer,214200,USD,214200,US,0,US,M
2023,SE,FT,data engineer,185900,USD,185900,US,0,US,M
2023,SE,FT,data engineer,129300,USD,129300,US,0,US,M
2023,SE,FT,data engineer,252000,USD,252000,US,0,US,M
2023,SE,FT,data engineer,129000,USD,129000,US,0,US,M
2023,MI,FT,data analytics manager,155000,USD,155000,US,0,US,M
2023,MI,FT,data analytics manager,140000,USD,140000,US,0,US,M
2023,SE,FT,data engineer,161800,USD,161800,US,100,US,M
2023,SE,FT,data engineer,141600,USD,141600,US,100,US,M
2023,SE,FT,machine learning engineer,342300,USD,342300,US,0,US,L
2023,SE,FT,machine learning engineer,176100,USD,176100,US,0,US,L
2023,MI,FT,data engineer,100000,USD,100000,US,100,US,M
2023,MI,FT,data engineer,70000,USD,70000,US,100,US,M
2023,EN,FT,data engineer,85000,USD,85000,US,0,US,M
2023,EN,FT,data engineer,65000,USD,65000,US,0,US,M
2023,SE,FT,data scientist,138784,USD,138784,US,100,US,M
2023,SE,FT,data scientist,83270,USD,83270,US,100,US,M
2023,EN,FT,data analyst,75000,USD,75000,US,0,US,M
2023,EN,FT,data analyst,70000,USD,70000,US,0,US,M
2023,SE,FT,data analyst,204500,USD,204500,US,0,US,M
2023,SE,FT,data analyst,138900,USD,138900,US,0,US,M
2023,SE,FT,machine learning engineer,318300,USD,318300,US,100,US,M
2023,SE,FT,machine learning engineer,212200,USD,212200,US,100,US,M
2023,SE,FT,data engineer,95000,USD,95000,US,100,US,M
2023,SE,FT,data engineer,75000,USD,75000,US,100,US,M
2023,SE,FT,data scientist,195000,USD,195000,US,0,US,M
2023,SE,FT,data scientist,160000,USD,160000,US,0,US,M
2023,SE,FT,analytics engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,analytics engineer,143200,USD,143200,US,0,US,M
2023,MI,FT,business data analyst,105000,USD,105000,US,50,US,L
2023,MI,FT,data analyst,38000,GBP,46178,GB,0,GB,M
2023,MI,FT,data analyst,35000,GBP,42533,GB,0,GB,M
2023,SE,FT,data engineer,145000,USD,145000,US,0,US,M
2023,SE,FT,data analyst,168400,USD,168400,US,0,US,M
2023,SE,FT,data analyst,105200,USD,105200,US,0,US,M
2023,SE,FT,machine learning engineer,190000,USD,190000,US,0,US,M
2023,SE,FT,machine learning engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,analytics engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,analytics engineer,120000,USD,120000,US,100,US,M
2023,SE,FT,data engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,data analyst,45000,GBP,54685,CF,100,CF,M
2023,SE,FT,data analyst,35000,GBP,42533,CF,100,CF,M
2023,SE,FT,data engineer,241000,USD,241000,US,0,US,M
2023,SE,FT,data engineer,155000,USD,155000,US,0,US,M
2023,SE,FT,data engineer,220000,USD,220000,US,100,US,M
2023,SE,FT,data engineer,190000,USD,190000,US,100,US,M
2023,MI,FT,data scientist,55000,GBP,66837,GB,0,GB,M
2023,MI,FT,data scientist,45000,GBP,54685,GB,0,GB,M
2020,EX,FT,staff data analyst,15000,USD,15000,NG,0,CA,M
2023,MI,FT,etl engineer,70000,GBP,85066,GB,100,GB,M
2023,MI,FT,etl engineer,47500,GBP,57723,GB,100,GB,M
2023,EN,FT,data analyst,85000,USD,85000,US,100,US,M
2023,EN,FT,data analyst,75000,USD,75000,US,100,US,M
2023,SE,FT,data engineer,160000,USD,160000,US,0,US,M
2023,MI,FT,machine learning engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,machine learning engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,data scientist,228000,USD,228000,US,0,US,M
2023,SE,FT,data scientist,186000,USD,186000,US,0,US,M
2023,SE,FT,data scientist,190000,USD,190000,US,0,US,M
2023,MI,FT,research engineer,230000,USD,230000,US,0,US,M
2023,MI,FT,research engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,data architect,180000,USD,180000,US,100,US,M
2023,SE,FT,data architect,115000,USD,115000,US,100,US,M
2023,SE,FT,data architect,200000,USD,200000,US,100,US,M
2023,SE,FT,data devops engineer,50000,EUR,53654,FR,50,FR,S
2023,EX,FT,data engineer,220000,USD,220000,US,0,US,M
2023,EX,FT,data engineer,205000,USD,205000,US,0,US,M
2023,MI,FT,data engineer,180000,USD,180000,US,0,US,M
2023,SE,FT,data engineer,200000,USD,200000,US,100,US,M
2023,SE,FT,data engineer,150000,USD,150000,US,100,US,M
2023,SE,FT,computer vision engineer,215000,USD,215000,US,0,US,M
2023,SE,FT,computer vision engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,machine learning engineer,247500,USD,247500,US,0,US,M
2023,SE,FT,machine learning engineer,172200,USD,172200,US,0,US,M
2023,SE,FT,data scientist,224000,USD,224000,CA,0,CA,M
2023,SE,FT,data scientist,176000,USD,176000,CA,0,CA,M
2023,SE,FT,data analyst,120000,USD,120000,US,100,US,M
2023,SE,FT,data analyst,75000,USD,75000,US,100,US,M
2023,SE,FT,applied data scientist,100000,AUD,68318,AU,100,FI,M
2023,MI,FT,ai developer,100000,SGD,75020,FI,0,FI,M
2023,SE,FT,data analyst,140000,USD,140000,US,0,US,M
2023,SE,FT,data analyst,120000,USD,120000,US,0,US,M
2023,SE,FT,data engineer,128000,USD,128000,US,0,US,M
2023,EX,FT,head of data,329500,USD,329500,US,0,US,M
2023,EX,FT,head of data,269600,USD,269600,US,0,US,M
2023,SE,FT,data quality analyst,100000,USD,100000,US,0,US,M
2023,SE,FT,data quality analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,data scientist,250000,USD,250000,US,0,US,M
2023,SE,FT,data scientist,162500,USD,162500,US,0,US,M
2023,MI,FT,ai developer,200000,USD,200000,US,100,US,M
2023,SE,FT,data engineer,100000,USD,100000,US,0,US,M
2023,EX,FT,data engineer,145000,USD,145000,US,0,US,M
2023,EX,FT,data engineer,115000,USD,115000,US,0,US,M
2023,SE,FT,data scientist,203500,USD,203500,US,0,US,M
2023,SE,FT,data scientist,152000,USD,152000,US,0,US,M
2023,SE,FT,data scientist,239000,USD,239000,US,0,US,L
2023,SE,FT,data scientist,122900,USD,122900,US,0,US,L
2023,SE,FT,data scientist,237000,USD,237000,US,0,US,M
2023,SE,FT,data scientist,145000,USD,145000,US,0,US,M
2023,SE,FT,data science manager,191765,USD,191765,US,0,US,M
2023,SE,FT,data science manager,134236,USD,134236,US,0,US,M
2023,SE,FT,analytics engineer,190000,USD,190000,US,100,US,M
2023,SE,FT,analytics engineer,112000,USD,112000,US,100,US,M
2022,SE,FT,data scientist,84000,EUR,88256,ES,100,GB,L
2023,SE,FT,data analyst,135000,USD,135000,US,0,US,M
2023,SE,FT,data analyst,105500,USD,105500,US,0,US,M
2023,SE,FT,research engineer,293000,USD,293000,US,0,US,M
2023,SE,FT,research engineer,185000,USD,185000,US,0,US,M
2023,SE,FT,data analyst,80000,USD,80000,US,0,US,M
2023,SE,FT,data analyst,70000,USD,70000,US,0,US,M
2023,SE,FT,data engineer,160000,USD,160000,US,100,US,M
2023,SE,FT,data scientist,175000,USD,175000,US,100,US,M
2023,SE,FT,data scientist,145000,USD,145000,US,100,US,M
2023,SE,FT,data analyst,200000,USD,200000,US,0,US,M
2023,SE,FT,data analyst,148500,USD,148500,US,0,US,M
2023,SE,FT,data engineer,240500,USD,240500,US,0,US,L
2023,SE,FT,data engineer,123700,USD,123700,US,0,US,L
2023,SE,FT,analytics engineer,152900,USD,152900,US,100,US,M
2023,SE,FT,analytics engineer,117100,USD,117100,US,100,US,M
2023,SE,FT,analytics engineer,173000,USD,173000,US,100,US,M
2023,SE,FT,analytics engineer,113000,USD,113000,US,100,US,M
2023,SE,FT,applied scientist,260000,USD,260000,US,0,US,L
2023,EX,FT,data engineer,175000,USD,175000,US,0,US,M
2023,EX,FT,data engineer,110000,USD,110000,US,0,US,M
2023,SE,FT,research scientist,130000,USD,130000,US,100,US,M
2023,SE,FT,research scientist,110000,USD,110000,US,100,US,M
2023,SE,FT,applied scientist,205000,USD,205000,US,100,US,M
2023,SE,FT,applied scientist,184000,USD,184000,US,100,US,M
2023,SE,FT,data analyst,149500,USD,149500,US,100,US,M
2023,SE,FT,data analyst,127075,USD,127075,US,100,US,M
2023,SE,FT,data engineer,219535,USD,219535,US,100,US,M
2023,SE,FT,data engineer,146115,USD,146115,US,100,US,M
2023,SE,FT,data scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,data scientist,199000,USD,199000,US,0,US,M
2023,SE,FT,data scientist,162000,USD,162000,US,0,US,M
2023,EX,FT,analytics engineer,221000,USD,221000,US,100,US,M
2023,EX,FT,analytics engineer,153000,USD,153000,US,100,US,M
2023,SE,FT,data analyst,187000,USD,187000,US,0,US,M
2023,SE,FT,data analyst,128000,USD,128000,US,0,US,M
2023,SE,FT,research scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,research scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,data scientist,100000,USD,100000,US,100,US,M
2023,SE,FT,data engineer,179000,USD,179000,US,0,US,M
2023,SE,FT,data engineer,109000,USD,109000,US,0,US,M
2023,SE,FT,data scientist,245000,USD,245000,US,0,US,M
2023,SE,FT,data scientist,180000,USD,180000,US,0,US,M
2023,SE,FT,data analyst,142000,USD,142000,US,100,US,M
2023,SE,FT,data manager,198800,USD,198800,US,0,US,M
2023,SE,FT,data manager,105200,USD,105200,US,0,US,M
2023,SE,FT,data analyst,125000,USD,125000,US,100,US,M
2023,SE,FT,data analyst,112000,USD,112000,US,100,US,M
2023,SE,FT,data scientist,210000,USD,210000,US,0,US,M
2023,SE,FT,data scientist,155000,USD,155000,US,0,US,M
2023,SE,FT,data manager,115000,USD,115000,US,100,US,M
2023,SE,FT,data manager,86000,USD,86000,US,100,US,M
2023,SE,FT,data scientist,165000,USD,165000,US,0,US,M
2023,SE,FT,data scientist,140000,USD,140000,US,0,US,M
2023,SE,FT,data analyst,139000,USD,139000,US,0,US,M
2023,SE,FT,data analyst,106000,USD,106000,US,0,US,M
2023,EN,FT,data analyst,55000,CAD,40663,CA,0,CA,L
2022,SE,FT,ai developer,275000,USD,275000,CA,0,CA,S
2023,SE,FL,machine learning researcher,50000,USD,50000,UA,50,UA,S
2023,MI,FT,machine learning engineer,280700,USD,280700,US,100,US,M
2023,MI,FT,machine learning engineer,150450,USD,150450,US,100,US,M
2023,EN,FT,data scientist,70000,CAD,51753,CA,100,CA,L
2023,SE,FT,data architect,250500,USD,250500,US,0,US,M
2023,SE,FT,data architect,159500,USD,159500,US,0,US,M
2023,EN,FT,data scientist,130001,USD,130001,US,100,US,M
2023,EN,FT,data scientist,71907,USD,71907,US,100,US,M
2023,MI,FT,data scientist,93918,USD,93918,US,100,US,M
2023,MI,FT,data scientist,51962,USD,51962,US,100,US,M
2023,SE,FT,data analyst,175000,USD,175000,CA,100,CA,M
2023,SE,FT,data analyst,135000,USD,135000,CA,100,CA,M
2023,SE,FT,machine learning engineer,257000,USD,257000,US,0,US,M
2023,SE,FT,machine learning engineer,147000,USD,147000,US,0,US,M
2023,SE,FT,data engineer,222000,USD,222000,US,100,US,M
2023,SE,FT,data scientist,203000,USD,203000,US,100,US,M
2023,SE,FT,data scientist,133200,USD,133200,US,100,US,M
2023,SE,FT,data engineer,221000,USD,221000,US,0,US,M
2023,SE,FT,data engineer,147000,USD,147000,US,0,US,M
2023,SE,FT,data scientist,185900,USD,185900,US,0,US,M
2023,SE,FT,data scientist,129300,USD,129300,US,0,US,M
2023,SE,FT,data scientist,238000,USD,238000,US,100,US,M
2023,SE,FT,data scientist,156000,USD,156000,US,100,US,M
2023,SE,FT,machine learning engineer,304000,USD,304000,US,100,US,M
2023,SE,FT,machine learning engineer,199000,USD,199000,US,100,US,M
2023,MI,FT,big data engineer,45000,EUR,48289,ES,100,ES,M
2023,SE,FT,data engineer,150000,USD,150000,US,0,US,M
2023,SE,FT,data engineer,130000,USD,130000,US,0,US,M
2023,SE,FT,data scientist,140000,USD,140000,US,100,US,M
2023,SE,FT,data scientist,110000,USD,110000,US,100,US,M
2023,MI,FT,data analyst,90000,USD,90000,US,0,US,M
2023,MI,FT,data analyst,75000,USD,75000,US,0,US,M
2023,MI,FT,research scientist,161200,GBP,195895,GB,0,GB,M
2023,MI,FT,research scientist,84570,GBP,102772,GB,0,GB,M
2023,SE,FT,data engineer,240000,USD,240000,US,0,US,M
2023,SE,FT,data engineer,183600,USD,183600,US,0,US,M
2023,MI,FT,data specialist,130000,USD,130000,US,0,US,M
2023,MI,FT,data specialist,80000,USD,80000,US,0,US,M
2023,SE,FT,data engineer,250000,USD,250000,US,0,US,M
2023,SE,FT,data analytics manager,160000,USD,160000,US,100,US,M
2023,SE,FT,data analytics manager,120000,USD,120000,US,100,US,M
2023,SE,FT,machine learning engineer,289076,USD,289076,US,0,US,M
2023,SE,FT,machine learning engineer,202353,USD,202353,US,0,US,M
2023,SE,FT,data analyst,155000,USD,155000,US,0,US,M
2023,SE,FT,data engineer,200000,USD,200000,US,0,US,M
2023,SE,FT,data scientist,157750,USD,157750,US,100,US,M
2023,SE,FT,data scientist,104650,USD,104650,US,100,US,M
2023,MI,FT,data scientist,180000,USD,180000,US,100,US,M
2023,MI,FT,data scientist,140000,USD,140000,US,100,US,M
2023,EX,FT,data scientist,200000,USD,200000,US,0,US,M
2023,EX,FT,data scientist,145000,USD,145000,US,0,US,M
2023,MI,FT,lead data analyst,68000,USD,68000,US,0,US,L
2023,EN,FT,bi data engineer,60000,USD,60000,US,100,US,M
2023,MI,FT,data engineer,125000,USD,125000,US,0,US,M
2023,MI,FT,data engineer,90000,USD,90000,US,0,US,M
2023,SE,FT,data analyst,105000,USD,105000,US,100,US,M
2023,SE,FT,data analyst,90000,USD,90000,US,100,US,M
2023,EN,FT,research engineer,155000,USD,155000,US,0,US,M
2023,EN,FT,research engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,machine learning engineer,241000,USD,241000,US,0,US,M
2023,SE,FT,machine learning engineer,181000,USD,181000,US,0,US,M
2023,SE,FT,data scientist,252000,USD,252000,US,0,US,M
2023,SE,FT,data scientist,154000,USD,154000,US,0,US,M
2023,EX,FT,data architect,180000,USD,180000,US,0,US,M
2023,EX,FT,data architect,155000,USD,155000,US,0,US,M
2023,SE,FT,data scientist,191765,USD,191765,US,0,US,M
2023,SE,FT,data scientist,134236,USD,134236,US,0,US,M
2023,SE,FT,data engineer,146000,USD,146000,US,0,US,M
2023,SE,FT,data engineer,75000,USD,75000,US,0,US,M
2023,EN,FT,data analyst,64200,USD,64200,US,100,US,M
2023,EN,FT,data analyst,56100,USD,56100,US,100,US,M
2023,SE,FT,machine learning engineer,170000,USD,170000,US,0,US,M
2023,SE,FT,data analyst,208450,USD,208450,US,100,US,M
2023,SE,FT,data analyst,170550,USD,170550,US,100,US,M
2023,SE,FT,machine learning engineer,125000,USD,125000,US,0,US,M
2023,SE,FT,machine learning engineer,100000,USD,100000,US,0,US,M
2023,MI,FT,data manager,135000,USD,135000,US,0,US,M
2023,MI,FT,data manager,120000,USD,120000,US,0,US,M
2023,SE,FT,data scientist,200000,USD,200000,US,100,US,M
2023,SE,FT,data scientist,170000,USD,170000,US,100,US,M
2023,SE,FT,data scientist,171250,USD,171250,IE,0,IE,M
2023,SE,FT,data scientist,113750,USD,113750,IE,0,IE,M
2023,SE,FT,data analyst,153600,USD,153600,US,0,US,M
2023,SE,FT,data analyst,100500,USD,100500,US,0,US,M
2023,SE,FT,machine learning engineer,115000,USD,115000,CA,100,CA,M
2023,SE,FT,machine learning engineer,95000,USD,95000,CA,100,CA,M
2023,MI,FT,data analyst,182500,USD,182500,US,0,US,M
2023,MI,FT,data analyst,121500,USD,121500,US,0,US,M
2023,SE,FT,data engineer,203100,USD,203100,US,0,US,M
2023,SE,FT,data engineer,114500,USD,114500,US,0,US,M
2023,MI,FT,data analyst,60000,GBP,72914,GB,0,GB,M
2023,MI,FT,data analyst,45000,GBP,54685,GB,0,GB,M
2023,EN,FT,data engineer,92700,USD,92700,US,100,US,M
2023,EN,FT,data engineer,61800,USD,61800,US,100,US,M
2023,SE,FT,data engineer,130000,USD,130000,US,100,US,M
2023,SE,FT,data scientist,258000,USD,258000,CA,0,CA,M
2023,SE,FT,data scientist,190000,USD,190000,CA,0,CA,M
2023,MI,FT,data architect,167500,USD,167500,US,0,US,M
2023,MI,FT,data architect,106500,USD,106500,US,0,US,M
2023,MI,FT,data engineer,146000,USD,146000,US,0,US,M
2023,MI,FT,data engineer,75000,USD,75000,US,0,US,M
2022,EN,FT,data engineer,57000,EUR,59888,NL,100,NL,L
2023,EX,FT,data engineer,286000,USD,286000,US,100,US,M
2023,EX,FT,data engineer,207000,USD,207000,US,100,US,M
2023,SE,FT,data analyst,80000,USD,80000,US,100,US,M
2023,SE,FT,data engineer,223250,USD,223250,US,0,US,M
2023,SE,FT,data engineer,178600,USD,178600,US,0,US,M
2023,EX,FT,director of data science,353200,USD,353200,US,0,US,M
2023,EX,FT,director of data science,249300,USD,249300,US,0,US,M
2023,MI,FT,machine learning scientist,230000,USD,230000,US,0,US,M
2023,MI,FT,machine learning scientist,220000,USD,220000,US,0,US,M
2023,SE,FT,data scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,data scientist,198200,USD,198200,US,100,US,M
2023,MI,FT,research scientist,210000,USD,210000,US,100,US,M
2023,MI,FT,research scientist,151800,USD,151800,US,100,US,M
2023,SE,FT,data scientist,317070,USD,317070,US,0,US,M
2023,SE,FT,data scientist,170730,USD,170730,US,0,US,M
2023,EN,FT,business data analyst,20000,EUR,21461,ES,0,ES,M
2023,SE,FT,ai developer,108000,USD,108000,UA,0,UA,M
2023,SE,FT,ai developer,60000,USD,60000,UA,0,UA,M
2023,MI,FT,mlops engineer,134000,USD,134000,US,100,US,M
2023,MI,FT,mlops engineer,124000,USD,124000,US,100,US,M
2023,SE,FT,data engineer,171250,USD,171250,US,0,US,M
2023,SE,FT,data engineer,113750,USD,113750,US,0,US,M
2023,SE,FT,data scientist,225000,USD,225000,US,0,US,M
2023,SE,FT,data scientist,175000,USD,175000,US,0,US,M
2023,SE,FT,data engineer,230000,USD,230000,US,0,US,M
2023,SE,FT,data engineer,124500,USD,124500,US,0,US,M
2023,SE,FT,data analyst,175000,USD,175000,US,0,US,M
2023,SE,FT,data analyst,148700,USD,148700,US,0,US,M
2023,SE,FT,data analyst,125600,USD,125600,US,0,US,M
2023,SE,FT,research scientist,200000,USD,200000,US,0,US,M
2023,SE,FT,research scientist,150000,USD,150000,US,0,US,M
2023,EN,FT,research engineer,160000,USD,160000,US,0,US,M
2023,EN,FT,research engineer,120000,USD,120000,US,0,US,M
2023,SE,FT,data analyst,185000,USD,185000,US,100,US,M
2023,SE,FT,data analyst,120250,USD,120250,US,100,US,M
2023,SE,FT,data scientist,183000,USD,183000,US,100,US,M
2023,SE,FT,data architect,170000,USD,170000,US,100,US,M
2023,SE,FT,data architect,125000,USD,125000,US,100,US,M
2023,SE,FT,research scientist,250000,USD,250000,US,0,US,M
2023,MI,FT,machine learning engineer,135000,USD,135000,US,50,US,L
2023,SE,FT,machine learning engineer,216000,USD,216000,US,100,US,M
2023,SE,FT,machine learning engineer,184000,USD,184000,US,100,US,M
2023,SE,FT,data engineer,180000,USD,180000,US,100,US,M
2023,SE,FT,data engineer,165000,USD,165000,US,100,US,M
2023,MI,FT,data engineer,143865,USD,143865,US,0,US,M
2023,MI,FT,data engineer,115092,USD,115092,US,0,US,M
2023,MI,FT,machine learning engineer,130000,USD,130000,US,0,US,M
2023,MI,FT,machine learning engineer,90000,USD,90000,US,0,US,M
2023,SE,FT,data scientist,173000,USD,173000,US,100,US,M
2023,SE,FT,data scientist,132000,USD,132000,US,100,US,M
2023,SE,FT,data analyst,208049,USD,208049,US,0,US,M
